order_no,status,datetime,outlet,service_type,service_number,sale_date,shift,terminal,placed_by,closed_by,table_info,items,discount_type,discount_amount,total
003168,Completed,10-10-2023 05:53:22 PM,Default Outlet,Dine-in,# 3,10-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 1) + 6” (199.00) | Fresh Water (qty: 1),,,219.00
003167,Completed,10-10-2023 04:56:14 PM,Default Outlet,Dine-in,# 2,10-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 1) + 9” (299.00) | Soft Drinks (qty: 2),,,359.00
003166,Completed,10-10-2023 04:42:02 PM,Default Outlet,Dine-in,# 1,10-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 8,BBQ Chicken Offer (qty: 1) + 12” (399.00) | Soft Drinks (qty: 3),,,489.00
003165,Completed,09-10-2023 08:23:44 PM,Default Outlet,Delivery,# 23,09-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 9” (299.00),,,299.00
003164,Completed,09-10-2023 07:13:51 PM,Default Outlet,Dine-in,# 21,09-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 1) + 12” (399.00),,,399.00
003163,Completed,09-10-2023 06:28:23 PM,Default Outlet,Takeaway,# 20,09-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 2) + 12” (399.00),,,798.00
003162,Completed,09-10-2023 06:03:42 PM,Default Outlet,Dine-in,# 18,09-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 4,BBQ Chicken Offer (qty: 1) + 6” (199.00) | Chocolate Cold Coffee (qty: 1),,,279.00
003161,Completed,09-10-2023 05:48:33 PM,Default Outlet,Takeaway,# 17,09-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 3) + 6” (199.00),,,597.00
003160,Completed,09-10-2023 05:12:06 PM,Default Outlet,Dine-in,# 16,09-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 1) + 9” (299.00) | Chocolate Cold Coffee (qty: 2),,,459.00
003159,Completed,09-10-2023 04:46:34 PM,Default Outlet,Takeaway,# 15,09-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 6” (199.00),,,199.00
003158,Completed,09-10-2023 04:17:33 PM,Default Outlet,Delivery,# 14,09-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 2) + 9” (299.00),,,598.00
003157,Completed,09-10-2023 04:12:06 PM,Default Outlet,Delivery,# 13,09-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 6” (199.00),,,199.00
003156,Completed,09-10-2023 12:41:50 PM,Default Outlet,Dine-in,# 1,09-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 1) + 12” (399.00),,,399.00
003155,Deleted,09-10-2023 12:36:36 PM,Default Outlet,Takeaway,# 11,08-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 2) + 9” (299.00),,,598.00
003154,Completed,08-10-2023 10:58:24 PM,Default Outlet,Dine-in,# 25,08-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,Mixed Pasta (qty: 1) | Cheesy Chicken Nachos (qty: 1) | Mint Lemonade (qty: 2) | Fresh Water (qty: 1),,,580.00
003153,Completed,08-10-2023 08:59:52 PM,Default Outlet,Dine-in,# 24,08-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 1) + 9” (299.00),,,299.00
003152,Completed,08-10-2023 08:33:46 PM,Default Outlet,Takeaway,# 23,08-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 1) + 6” (199.00),,,199.00
003151,Completed,08-10-2023 08:28:14 PM,Default Outlet,Dine-in,# 21,08-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 8,BBQ Chicken Offer (qty: 1) + 9” (299.00),,,299.00
003150,Completed,08-10-2023 08:18:23 PM,Default Outlet,Dine-in,# 22,08-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 1) + 9” (299.00) | Soft Drinks (qty: 1),,,329.00
003149,Completed,08-10-2023 08:03:20 PM,Default Outlet,Dine-in,# 19,08-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 1) + 9” (299.00) | Soft Drinks (qty: 2),,,359.00
003148,Completed,08-10-2023 07:17:50 PM,Default Outlet,Dine-in,# 17,08-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 1) + 6” (199.00) | Soft Drinks (qty: 1) | Fresh Water (qty: 1),,,249.00
003147,Completed,08-10-2023 07:13:37 PM,Default Outlet,Dine-in,# 18,08-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 1) + 6” (199.00),,,199.00
003146,Completed,08-10-2023 06:37:22 PM,Default Outlet,Delivery,# 16,08-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 6” (199.00),,,199.00
003145,Completed,08-10-2023 06:04:50 PM,Default Outlet,Dine-in,# 15,08-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 1) + 12” (399.00) | Soft Drinks (qty: 2),,,459.00
003144,Completed,08-10-2023 05:52:42 PM,Default Outlet,Dine-in,# 13,08-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 8,BBQ Chicken Offer (qty: 1) + 12” (399.00),,,399.00
003143,Completed,08-10-2023 05:20:13 PM,Default Outlet,Delivery,# 14,08-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 9” (299.00),,,299.00
003142,Completed,08-10-2023 05:15:20 PM,Default Outlet,Dine-in,# 12,08-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,Pizza Italian (qty: 1) + Large (530.00) | Soft Drinks (qty: 2),,,590.00
003141,Completed,08-10-2023 03:52:27 PM,Default Outlet,Dine-in,# 4,08-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 4,Pizza Italian (qty: 1) + Small (270.00),,,270.00
003140,Completed,08-10-2023 03:46:05 PM,Default Outlet,Delivery,# 11,08-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (399.00),,,399.00
003139,Completed,08-10-2023 03:35:04 PM,Default Outlet,Delivery,# 8,08-10-2023,Default Shift,Default Terminal,Admin,Admin,,Chicken Sausage (qty: 1) + Large (470.00),,,400.00
003138,Completed,08-10-2023 01:56:32 PM,Default Outlet,Dine-in,# 2,08-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,Chicken Sausage Offer (qty: 1) + 9” (299.00) | Soft Drinks (qty: 2),,,359.00
003137,Completed,08-10-2023 01:41:42 PM,Default Outlet,Dine-in,# 1,08-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 6,Chocolate Cold Coffee (qty: 2),,,160.00
003136,Completed,08-10-2023 01:39:11 PM,Default Outlet,Delivery,# 3,08-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken (qty: 1) + Small (240.00),,,205.00
003135,Completed,07-10-2023 10:56:30 PM,Default Outlet,Delivery,# 30,07-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 9” (299.00) | Chicken Sausage Offer (qty: 1) + 12” (399.00),,,698.00
003134,Completed,07-10-2023 10:40:17 PM,Default Outlet,Dine-in,# 29,07-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,Chicken Sausage Offer (qty: 1) + 6” (199.00),,,199.00
003133,Completed,07-10-2023 09:59:07 PM,Default Outlet,Delivery,# 27,07-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 9” (299.00),,,299.00
003132,Completed,07-10-2023 09:31:21 PM,Default Outlet,Delivery,# 26,07-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 2) + 12” (399.00),,,798.00
003131,Completed,07-10-2023 08:54:12 PM,Default Outlet,Dine-in,# 24,07-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 1) + 6” (199.00) | Soft Drinks (qty: 2),,,259.00
003130,Completed,07-10-2023 08:51:11 PM,Default Outlet,Delivery,# 20,07-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 9” (299.00),,,299.00
003129,Completed,07-10-2023 08:27:43 PM,Default Outlet,Dine-in,# 25,07-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,Soft Drinks (qty: 1),,,30.00
003128,Completed,07-10-2023 08:26:59 PM,Default Outlet,Dine-in,# 21,07-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 1) + 9” (299.00) | Soft Drinks (qty: 1),,,329.00
003127,Completed,07-10-2023 08:22:02 PM,Default Outlet,Dine-in,# 19,07-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 1) + 6” (199.00),,,199.00
003126,Completed,07-10-2023 08:04:22 PM,Default Outlet,Dine-in,# 10,07-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 8,Mixed Pasta (qty: 1) | Soft Drinks (qty: 1),,,260.00
003125,Completed,07-10-2023 08:01:22 PM,Default Outlet,Takeaway,# 18,07-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 5,BBQ Chicken Offer (qty: 1) + 12” (399.00) | BBQ Chicken Offer (qty: 1) + 9” (299.00),,,698.00
003124,Completed,07-10-2023 07:57:26 PM,Default Outlet,Delivery,# 13,07-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (399.00) | Potato Masala Wedges (qty: 1),,,489.00
003123,Completed,07-10-2023 07:56:44 PM,Default Outlet,Dine-in,# 11,07-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 4,White Sauce Pasta (qty: 1) | Corridor Special Pasta (qty: 2),,,700.00
003122,Completed,07-10-2023 07:47:20 PM,Default Outlet,Delivery,# 15,07-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (399.00),,,399.00
003121,Completed,07-10-2023 07:42:07 PM,Default Outlet,Dine-in,# 16,07-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 6,Chicken Sausage Offer (qty: 1) + 6” (199.00),,,199.00
003120,Completed,07-10-2023 07:38:29 PM,Default Outlet,Takeaway,# 12,07-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 2,Mexican Hot (qty: 1) + Small (250.00) | Mixed Pasta (qty: 1),,,480.00
003119,Completed,07-10-2023 07:34:35 PM,Default Outlet,Dine-in,# 9,07-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,White Sauce Pasta (qty: 2) | Potato Masala Wedges (qty: 1) | Fresh Water (qty: 1),,,510.00
003118,Completed,07-10-2023 07:16:39 PM,Default Outlet,Dine-in,# 7,07-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 1) + 12” (399.00),,,399.00
003117,Completed,07-10-2023 06:49:13 PM,Default Outlet,Takeaway,# 6,07-10-2023,Default Shift,Default Terminal,Admin,Admin,,Chicken Sausage Offer (qty: 1) + 12” (399.00),,,399.00
003116,Completed,07-10-2023 06:39:41 PM,Default Outlet,Dine-in,# 3,07-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 1) + 12” (399.00) | Fresh Water (qty: 1),,,419.00
003115,Completed,07-10-2023 06:38:54 PM,Default Outlet,Dine-in,# 5,07-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 1) + 9” (299.00) | Fresh Water (qty: 1),,,319.00
003114,Completed,07-10-2023 06:29:04 PM,Default Outlet,Delivery,# 4,07-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 9” (299.00),,,299.00
003113,Completed,07-10-2023 03:57:15 PM,Default Outlet,Delivery,# 2,07-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 9” (299.00),,,299.00
003112,Completed,07-10-2023 03:02:40 PM,Default Outlet,Delivery,# 1,07-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 9” (299.00),,,299.00
003111,Completed,06-10-2023 10:25:20 PM,Default Outlet,Delivery,# 30,06-10-2023,Default Shift,Default Terminal,Admin,Admin,,Corridor Special Pasta (qty: 1),,,250.00
003110,Completed,06-10-2023 10:11:54 PM,Default Outlet,Dine-in,# 34,06-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 4,Soft Drinks (qty: 2),,,60.00
003109,Completed,06-10-2023 10:05:58 PM,Default Outlet,Dine-in,# 29,06-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,Pizza Italian (qty: 1) + Large (530.00) | Soft Drinks (qty: 3),,,620.00
003108,Completed,06-10-2023 10:04:40 PM,Default Outlet,Dine-in,# 25,06-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 4,Naga Chicken Baked (qty: 2) | Soft Drinks (qty: 1),,,470.00
003107,Completed,06-10-2023 09:37:52 PM,Default Outlet,Dine-in,# 28,06-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 8,BBQ Chicken Offer (qty: 1) + 6” (199.00) | Soft Drinks (qty: 2),,,259.00
003106,Completed,06-10-2023 09:28:50 PM,Default Outlet,Dine-in,# 26,06-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 6,Chicken Sausage Offer (qty: 1) + 12” (399.00),,,399.00
003105,Completed,06-10-2023 09:26:55 PM,Default Outlet,Dine-in,# 24,06-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 1) + 12” (399.00) | Regular Pasta (qty: 1) | Soft Drinks (qty: 3),,,689.00
003104,Completed,06-10-2023 09:23:56 PM,Default Outlet,Delivery,# 27,06-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 9” (299.00),,,299.00
003103,Completed,06-10-2023 09:15:43 PM,Default Outlet,Dine-in,# 22,06-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,Corridor Special Pasta (qty: 2) | Fresh Water (qty: 1) | Soft Drinks (qty: 1),,,550.00
003102,Completed,06-10-2023 09:06:48 PM,Default Outlet,Takeaway,# 23,06-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 8,Chicken Sausage Offer (qty: 2) + 12” (399.00),,,798.00
003101,Completed,06-10-2023 08:58:34 PM,Default Outlet,Delivery,# 20,06-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (399.00),,,399.00
003100,Completed,06-10-2023 07:51:47 PM,Default Outlet,Dine-in,# 18,06-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 1) + 6” (199.00) | Chicken Shawarma (qty: 1),,,349.00
003099,Completed,06-10-2023 07:46:06 PM,Default Outlet,Delivery,# 19,06-10-2023,Default Shift,Default Terminal,Admin,Admin,,Chicken Sausage Offer (qty: 1) + 12” (399.00),,,399.00
003098,Completed,06-10-2023 07:45:48 PM,Default Outlet,Delivery,# 14,06-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 9” (299.00),,,299.00
003097,Completed,06-10-2023 07:33:04 PM,Default Outlet,Dine-in,# 17,06-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,Delicious Pepperoni (qty: 1) + Small (260.00) | Cheesy Chicken Nachos (qty: 1) | Fresh Water (qty: 1),,,470.00
003096,Completed,06-10-2023 07:20:45 PM,Default Outlet,Dine-in,# 15,06-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 8,BBQ Chicken Offer (qty: 1) + 9” (299.00) | Soft Drinks (qty: 3),,,389.00
003095,Completed,06-10-2023 06:51:13 PM,Default Outlet,Dine-in,# 16,06-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,Fresh Water (qty: 1),,,20.00
003094,Completed,06-10-2023 06:50:44 PM,Default Outlet,Dine-in,# 9,06-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 1) + 12” (399.00),,,399.00
003093,Completed,06-10-2023 06:40:31 PM,Default Outlet,Dine-in,# 10,06-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 8,White Sauce Pasta (qty: 1),,,200.00
003092,Completed,06-10-2023 06:30:54 PM,Default Outlet,Delivery,# 13,06-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 6” (199.00) | BBQ Chicken Offer (qty: 1) + 9” (299.00),,,498.00
003091,Completed,06-10-2023 06:13:26 PM,Default Outlet,Dine-in,# 12,06-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,Soft Drinks (qty: 2),,,60.00
003090,Completed,06-10-2023 06:12:50 PM,Default Outlet,Dine-in,# 7,06-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,Chicken Sausage Offer (qty: 1) + 9” (299.00),,,299.00
003089,Completed,06-10-2023 05:50:51 PM,Default Outlet,Dine-in,# 6,06-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 6,BBQ Chicken Offer (qty: 1) + 6” (199.00) | Soft Drinks (qty: 2),,,259.00
003088,Completed,06-10-2023 05:50:32 PM,Default Outlet,Dine-in,# 5,06-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 8,Mexican Hot (qty: 1) + Small (250.00) | Chicken Pop (qty: 1),,,400.00
003087,Completed,06-10-2023 05:42:37 PM,Default Outlet,Dine-in,# 2,06-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 1) + 6” (199.00) | Chicken Shawarma (qty: 1) | Soft Drinks (qty: 2),,,409.00
003086,Completed,06-10-2023 05:42:01 PM,Default Outlet,Dine-in,# 3,06-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 1) + 9” (299.00) | Soft Drinks (qty: 3),,,389.00
003085,Completed,06-10-2023 05:10:21 PM,Default Outlet,Dine-in,# 1,06-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 2,Mixed Pasta (qty: 1) | Hot Coffee (qty: 1),,,300.00
003084,Completed,05-10-2023 10:23:15 PM,Default Outlet,Delivery,# 24,05-10-2023,Default Shift,Default Terminal,Admin,Admin,,Chicken Sausage Offer (qty: 1) + 6” (199.00),,,199.00
003083,Completed,05-10-2023 10:22:58 PM,Default Outlet,Delivery,# 25,05-10-2023,Default Shift,Default Terminal,Admin,Admin,,Pizza Pasta Combo Offer (qty: 1),,,579.00
003082,Completed,05-10-2023 09:28:48 PM,Default Outlet,Delivery,# 23,05-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (399.00),,,399.00
003081,Completed,05-10-2023 09:26:23 PM,Default Outlet,Dine-in,# 22,05-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 6,Chicken Sausage Offer (qty: 1) + 12” (399.00),,,399.00
003080,Completed,05-10-2023 08:49:06 PM,Default Outlet,Dine-in,# 20,05-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,Regular Pasta (qty: 1) | Mixed Pasta (qty: 1) | Hot Coffee (qty: 1) | Soft Drinks (qty: 1),,,530.00
003079,Completed,05-10-2023 08:28:21 PM,Default Outlet,Dine-in,# 19,05-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,Naga Spicy Chicken (qty: 1) + Medium (430.00) | Chocolate Cold Coffee (qty: 2) | Fresh Water (qty: 2),,,630.00
003078,Completed,05-10-2023 07:45:45 PM,Default Outlet,Takeaway,# 17,05-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 8,Corridor Special Pizza (qty: 1) + Large (680.00),,,680.00
003077,Completed,05-10-2023 07:39:57 PM,Default Outlet,Delivery,# 18,05-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (399.00),,,399.00
003076,Completed,05-10-2023 07:39:38 PM,Default Outlet,Delivery,# 16,05-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (399.00),,,399.00
003075,Completed,05-10-2023 07:35:47 PM,Default Outlet,Takeaway,# 15,05-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 9” (299.00),,,299.00
003074,Completed,05-10-2023 07:21:34 PM,Default Outlet,Dine-in,# 13,05-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,Corridor Special Pasta (qty: 1) | Soft Drinks (qty: 2),,,310.00
003073,Completed,05-10-2023 07:13:31 PM,Default Outlet,Dine-in,# 14,05-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,Chicken Sausage Offer (qty: 1) + 6” (199.00) | Hot Coffee (qty: 1),,,269.00
003072,Completed,05-10-2023 06:34:56 PM,Default Outlet,Dine-in,# 11,05-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 6,Chicken Sausage Offer (qty: 1) + 6” (199.00),,,199.00
003071,Completed,05-10-2023 06:16:51 PM,Default Outlet,Delivery,# 12,05-10-2023,Default Shift,Default Terminal,Admin,Admin,,Cheesy Chicken Nachos (qty: 1),,,190.00
003070,Completed,05-10-2023 06:09:53 PM,Default Outlet,Dine-in,# 10,05-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 8,Pizza Italian (qty: 1) + Small (270.00) | Hot Coffee (qty: 2),,,410.00
003069,Completed,05-10-2023 06:06:10 PM,Default Outlet,Dine-in,# 9,05-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,Regular Pasta (qty: 1) | Mint Lemonade (qty: 1),,,270.00
003068,Completed,05-10-2023 04:58:02 PM,Default Outlet,Delivery,# 8,05-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken (qty: 3) + Small (240.00),,,620.00
003067,Completed,05-10-2023 04:25:31 PM,Default Outlet,Delivery,# 7,05-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 9” (299.00),,,299.00
003066,Completed,05-10-2023 03:46:39 PM,Default Outlet,Delivery,# 6,05-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 6” (199.00),,,199.00
003065,Completed,05-10-2023 02:46:34 PM,Default Outlet,Delivery,# 5,05-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 6” (199.00) | Corridor Special Pasta (qty: 1),,,449.00
003064,Completed,05-10-2023 01:39:20 PM,Default Outlet,Delivery,# 3,05-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 9” (299.00),,,299.00
003063,Completed,05-10-2023 01:38:08 PM,Default Outlet,Takeaway,# 4,05-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 9” (299.00),,,299.00
003062,Completed,05-10-2023 12:53:44 PM,Default Outlet,Delivery,# 2,05-10-2023,Default Shift,Default Terminal,Admin,Admin,,Corridor Special Pizza (qty: 1) + Medium (520.00),,,520.00
003061,Completed,04-10-2023 10:45:05 PM,Default Outlet,Dine-in,# 27,04-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,Chocolate Cold Coffee (qty: 1) + 9” (299.00) | BBQ Chicken Offer (qty: 1) | Soft Drinks (qty: 2),,,439.00
003060,Completed,04-10-2023 10:01:43 PM,Default Outlet,Dine-in,# 26,04-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,Mexican Hot (qty: 1) + Large (490.00) | Fresh Water (qty: 1),,,510.00
003059,Completed,04-10-2023 09:37:34 PM,Default Outlet,Takeaway,# 25,04-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 9” (299.00) | BBQ Chicken Offer (qty: 1) + 6” (199.00) | Fresh Water (qty: 1),,,518.00
003058,Completed,04-10-2023 08:41:32 PM,Default Outlet,Dine-in,# 24,04-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 1) + 9” (299.00),,,299.00
003057,Completed,04-10-2023 07:39:57 PM,Default Outlet,Delivery,# 21,04-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (399.00),,,399.00
003056,Completed,04-10-2023 07:28:02 PM,Default Outlet,Dine-in,# 18,04-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 2) + 6” (199.00) | Soft Drinks (qty: 1),,,428.00
003055,Completed,04-10-2023 06:42:43 PM,Default Outlet,Delivery,# 14,04-10-2023,Default Shift,Default Terminal,Admin,Admin,,Chicken Sausage Offer (qty: 1) + 9” (299.00),,,299.00
003054,Completed,04-10-2023 06:42:24 PM,Default Outlet,Delivery,# 11,04-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 6” (199.00),,,199.00
003053,Completed,04-10-2023 06:16:10 PM,Default Outlet,Dine-in,# 10,04-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 1) + 9” (299.00) | Soft Drinks (qty: 3),,,389.00
003052,Completed,04-10-2023 05:58:32 PM,Default Outlet,Delivery,# 9,04-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 9” (299.00),,,299.00
003051,Completed,04-10-2023 05:51:10 PM,Default Outlet,Dine-in,# 8,04-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 1) + 6” (199.00),,,199.00
003050,Completed,04-10-2023 05:38:21 PM,Default Outlet,Delivery,# 6,04-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ &amp; Sausage Combo Offer 12” (qty: 1),,,799.00
003049,Completed,04-10-2023 05:38:03 PM,Default Outlet,Delivery,# 5,04-10-2023,Default Shift,Default Terminal,Admin,Admin,,Chicken Sausage Offer (qty: 1) + 6” (199.00),,,199.00
003048,Completed,04-10-2023 04:55:02 PM,Default Outlet,Dine-in,# 3,04-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 8,Chicken Sausage Offer (qty: 1) + 9” (299.00) | Soft Drinks (qty: 3),,,389.00
003047,Completed,04-10-2023 04:19:37 PM,Default Outlet,Takeaway,# 1,04-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 1) + 12” (399.00) | Soft Drinks (qty: 2),,,459.00
003046,Completed,03-10-2023 09:21:00 PM,Default Outlet,Dine-in,# 19,03-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 1) + 12” (399.00) | Fresh Water (qty: 1),,,419.00
003045,Completed,03-10-2023 09:13:16 PM,Default Outlet,Dine-in,# 17,03-10-2023,Default Shift,Default Terminal,Admin,Admin,Table 3,Pizza Pasta Combo Offer (qty: 1) | Cheesy Chicken Nachos (qty: 1) | Fresh Water (qty: 2),,,809.00
003044,Completed,03-10-2023 08:44:45 PM,Default Outlet,Delivery,# 18,03-10-2023,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (399.00),,,399.00
